index,gender,occupation,educational_qualification,income,installment,arrears,deposit,shopping_frequency,average_cost,ages,number_of_browsing,number_of_raise,passive_income
435,0,1,4,28000,0,0,35723,2,3000,23,8,0,1727
436,1,1,4,44938,6,0,30000,4,29294,42,3,0,19175
437,0,1,4,28000,6,0,30000,3,41719,28,1,1,7215
438,0,0,4,68360,0,0,30000,10,26361,21,5,1,7398
439,1,1,4,51846,36,1,58107,3,3000,34,10,1,3207
440,0,1,4,176768,3,0,30000,7,9050,35,7,1,12171
441,1,1,4,28000,24,0,30000,6,36465,27,2,1,7180
442,1,1,3,28000,9,0,30000,2,40637,37,9,0,40
443,0,1,4,83079,0,1,48908,10,3000,32,8,2,1336
444,0,1,4,33919,24,0,40323,10,18846,34,7,1,6796
445,0,0,4,28000,24,0,70254,1,29609,32,10,1,13178
446,1,1,3,100610,36,1,162157,10,3000,28,7,1,16003
447,0,1,4,64706,3,0,83081,6,4483,29,1,1,17699
448,1,1,4,51618,0,1,30000,8,78294,27,5,2,3767
449,0,1,5,144762,24,0,77376,1,11517,37,6,2,21172
450,1,0,3,28400,3,0,30000,0,48835,28,2,1,587
451,1,1,4,28000,3,0,30000,4,42609,34,6,1,18005
452,1,1,3,125409,3,0,30000,7,13379,20,7,0,7914
453,0,1,1,38891,0,0,30000,3,3000,40,8,0,8411
454,0,1,2,38186,9,0,30000,3,46724,24,10,1,7760
455,1,0,3,29838,9,0,62254,6,14812,32,10,0,8559
456,0,1,4,69016,0,0,30000,6,11030,40,6,2,4368
457,0,1,3,123182,24,0,30000,2,47367,25,6,0,6290
458,1,1,2,118798,6,0,63346,7,3000,32,2,1,9270
459,1,1,4,108296,12,0,47378,1,35772,43,8,0,4548
460,1,0,4,38478,24,0,30000,0,53194,23,5,1,7735
461,1,1,4,28000,0,0,65612,8,12299,29,3,1,2493
462,1,1,3,119898,0,0,36338,0,3000,36,2,3,9898
463,0,0,3,114382,3,0,86546,10,50278,31,2,0,2696
464,1,1,4,118833,24,0,61211,6,45732,27,7,0,13549
465,0,1,3,44495,3,1,30000,6,34826,38,8,0,1433
466,0,1,4,28000,48,1,30000,0,3000,38,9,1,18798
467,0,1,3,59810,0,1,30000,10,38987,31,10,1,18702
468,0,0,3,28000,24,0,30000,9,24032,36,5,2,5293
469,1,1,4,28000,0,0,171144,3,3000,34,6,0,1850
470,1,0,4,28000,9,0,102699,9,3000,22,4,0,9514
471,0,1,3,81166,0,0,128409,0,78112,39,8,0,9802
472,0,1,4,69946,3,0,116722,4,25367,36,9,1,1533
473,0,1,1,91023,3,0,169373,7,21100,36,3,1,6011
474,0,1,4,71176,3,0,30000,3,52545,43,1,2,5783
475,0,1,4,28000,0,0,30000,9,53548,40,10,0,1619
476,1,1,1,28000,24,0,100857,7,3000,42,10,0,23120
477,0,1,4,101432,18,0,198219,3,41567,34,6,2,11075
478,1,1,2,143610,6,0,30000,8,23786,35,2,0,2818
479,1,1,4,79197,0,1,119472,0,32654,38,10,1,1502
480,1,1,4,67914,24,2,51649,6,28737,39,4,0,208
481,1,1,4,110402,36,0,30000,2,11431,20,6,2,7583
482,1,0,2,28000,3,0,33667,1,46719,30,6,1,5496
483,0,0,3,87489,0,0,30000,10,6817,38,2,0,2574
484,1,0,5,28000,6,1,30000,4,74710,28,2,0,8167
485,0,0,5,112498,24,0,82880,0,47765,27,3,2,15
486,0,1,4,45147,0,0,49205,8,63414,32,3,1,2041
487,1,1,3,28000,9,0,137080,6,69538,31,1,1,6163
488,0,1,3,30809,3,0,30000,4,35611,26,6,0,28803
489,1,1,4,28610,9,0,87091,10,75168,31,7,2,14055
490,1,0,2,28000,0,0,153362,10,3000,37,7,0,6140
491,0,1,4,89859,9,0,30000,8,5159,34,2,1,5073
492,1,1,4,106433,3,0,82266,3,46470,25,2,0,2316
493,1,0,5,28000,48,0,99791,6,3000,28,8,1,11790
494,0,1,5,116166,36,0,49796,8,65293,37,9,1,5719
495,1,1,3,30114,18,0,59106,10,9400,44,1,1,13483
496,0,0,1,102594,6,1,30000,2,61151,33,10,0,2245
497,0,1,4,69153,3,0,67095,0,3000,34,6,2,4516
498,0,1,4,70964,18,0,94547,2,21039,26,10,1,9215
499,1,1,4,36716,0,0,30000,10,8424,24,6,0,203
500,0,1,4,100505,9,0,30000,6,51767,35,3,1,6030
501,1,1,4,28000,0,0,65618,1,6652,30,3,2,3773
502,1,1,3,48362,6,0,110109,8,7121,38,1,0,16574
503,1,0,4,45828,3,0,30000,10,36698,21,2,0,10009
504,1,1,1,28000,3,0,30000,0,17892,34,1,0,14510
505,1,1,4,83329,36,0,65222,8,36150,35,5,0,13940
506,0,1,5,28000,36,2,30000,1,49550,27,2,1,2574
507,1,0,4,54633,3,1,67872,10,70972,39,7,0,404
508,1,1,4,28000,0,0,128077,0,3000,33,5,0,20870
509,0,0,4,31691,6,0,42484,5,3000,40,3,0,3555
510,1,1,1,47038,0,0,214806,6,3000,29,8,0,1052
511,1,0,3,28000,9,0,55012,0,33762,34,6,0,9718
512,1,1,4,40899,6,0,30000,8,38347,29,4,0,17654
513,1,1,5,28000,0,0,30000,4,45596,25,5,1,1303
514,0,1,3,28000,9,0,169380,0,3000,37,1,1,20057
515,0,1,5,122791,3,0,111579,5,26807,31,2,2,1596
516,1,0,4,42383,24,0,59845,8,42255,38,10,0,5923
517,0,1,5,84816,0,1,153887,10,29121,22,10,0,9805
518,1,1,3,28000,3,0,65687,3,26558,28,9,2,15452
519,0,1,4,170543,3,0,91413,3,16888,33,8,1,31346
520,0,1,4,70720,12,1,41272,0,17960,34,9,1,898
521,0,1,4,58404,3,0,96537,8,26830,35,1,2,33087
522,1,1,5,110394,0,0,73301,10,44780,32,2,0,10686
523,0,1,4,28000,48,0,36961,10,3000,37,10,0,2399
524,0,1,4,130406,9,0,156050,1,28127,26,8,0,1055
525,1,1,5,28000,6,0,30000,6,68002,46,5,2,1841
526,0,1,2,28000,0,0,65401,9,3000,21,5,1,5546
527,1,1,4,28000,36,2,30000,5,37785,39,3,2,1675
528,0,1,4,28000,0,0,46197,10,3000,40,3,2,881
529,1,0,2,76005,24,0,30000,2,3275,27,10,2,8122
530,0,1,4,28000,0,0,119296,10,98212,22,2,0,6924
531,1,1,2,28000,18,0,98926,0,3000,30,9,0,5203
532,0,1,5,52228,18,0,110023,2,43314,41,1,0,32130
533,0,1,4,28000,3,0,61082,5,11589,36,9,2,3867
534,0,1,4,36483,0,0,60551,9,13500,27,9,0,4429
535,0,1,4,82423,3,0,129671,1,35810,22,7,1,12493
536,1,1,3,92892,3,0,30000,2,17227,28,4,0,926
537,0,1,4,90038,0,0,130977,3,60530,30,4,0,10551
538,1,1,3,28000,3,0,162678,5,3000,20,7,0,5291
539,1,0,2,66526,0,1,33777,5,5357,28,10,0,4817
540,1,0,3,112299,9,0,65842,0,3000,31,7,1,3024
541,0,1,3,28000,0,0,77688,0,100000,39,10,0,1050
542,0,0,4,28000,6,0,73432,2,11357,25,1,2,13063
543,1,0,3,165734,3,0,30000,0,17319,37,3,0,4214
544,0,0,3,35194,0,0,148275,6,59473,28,2,0,2967
545,1,1,3,37737,48,0,105461,0,10215,26,2,2,7547
546,0,0,3,28000,0,0,30000,7,3000,26,10,1,283
547,1,1,1,35502,3,0,203944,10,55809,24,3,0,745
548,0,0,4,28000,9,0,131508,1,38345,28,2,0,24860
549,1,1,4,28000,24,0,114269,0,3000,25,1,0,2267
550,0,0,5,98082,0,0,113212,2,49819,41,9,1,9427
551,1,1,2,28000,24,0,102020,0,8938,30,6,0,5928
552,1,1,4,95884,3,1,83754,9,29233,31,1,0,2251
553,1,1,3,39082,0,0,128096,2,3000,30,9,1,17980
554,1,1,4,105098,0,0,30000,0,3000,32,7,3,4723
555,1,1,3,28000,0,0,70833,5,10473,23,1,1,11832
556,0,1,4,38965,6,1,47454,6,36053,32,8,1,5061
557,0,1,4,101316,48,0,72486,3,47079,26,3,0,2775
558,1,0,5,28000,3,0,70054,5,27074,24,2,0,3000
559,0,0,4,82489,3,0,113985,5,15507,30,9,0,483
560,0,0,4,28000,18,0,167287,6,3000,28,1,0,2169
561,1,1,4,68203,24,0,30000,0,17588,39,3,1,24437
562,0,1,4,28000,48,0,106946,3,43304,38,5,1,61
563,0,1,4,28112,3,0,118477,8,3000,26,1,1,11976
564,0,1,2,93095,0,2,89513,8,3000,34,10,0,3838
565,0,1,4,28000,0,0,65752,10,41279,30,5,1,199
566,0,1,4,28000,3,0,89459,8,3000,43,9,1,6865
567,0,1,5,50451,0,0,100541,5,28276,20,3,0,9417
568,1,1,1,32234,3,0,106004,4,100000,28,6,2,19524
569,0,1,4,167743,0,0,30000,1,3000,38,4,2,9318
570,1,1,5,106964,18,0,30000,7,3000,23,6,0,5443
571,1,0,4,101420,0,0,61841,9,23548,38,1,3,17883
572,0,1,4,54558,24,0,96015,3,51005,42,10,0,3234
573,0,1,4,81274,36,0,96866,9,57867,41,7,0,12071
574,1,1,3,85205,0,0,30000,8,3000,31,8,1,21779
575,1,1,4,29557,3,0,30000,2,71218,27,4,0,9281
576,0,1,4,69521,3,0,30000,6,23751,34,5,1,84
577,0,1,4,28000,12,0,89097,3,26204,28,6,0,7591
578,0,1,3,28000,3,0,30000,0,3000,26,1,0,14851
579,0,1,4,76164,0,0,75342,2,3000,41,6,0,255
580,1,1,4,107225,12,0,118723,6,30681,28,7,0,8586
581,1,1,4,55081,3,0,154301,1,61823,40,7,1,17300
582,0,1,5,68811,6,0,30000,10,3000,36,3,0,3245
583,0,1,3,28186,12,0,30000,8,44740,34,3,1,9918
584,1,1,5,28000,24,0,82683,6,66521,28,6,0,16628
585,0,0,4,56888,0,0,108389,0,59461,43,9,1,2320
586,1,1,4,91329,9,0,30000,0,39731,22,3,0,1578
587,1,1,4,60059,9,0,30000,8,3000,42,5,0,21632
588,1,0,4,29035,3,0,30000,6,44834,33,2,0,1930
589,1,0,4,59396,24,1,82969,6,50192,31,1,0,6584
590,0,1,5,96382,0,0,119575,5,54823,26,6,0,16246
591,1,1,3,28000,48,1,172709,3,22452,34,8,1,8081
592,0,1,4,137360,0,0,30000,6,3000,27,6,0,2734
593,1,1,2,66103,3,1,175529,6,69721,22,4,0,22144
594,0,1,4,91403,0,0,30000,8,33169,38,2,0,3970
595,0,1,3,28000,12,2,39459,1,39753,30,10,2,5770
596,1,1,3,28000,9,0,68557,4,17680,36,9,0,5063
597,1,0,4,28000,3,0,109856,7,42535,37,6,2,270
598,1,0,4,49759,0,1,30000,2,3000,20,9,1,15603
599,1,1,4,28000,9,0,30000,10,3026,29,2,1,5676
600,1,1,3,28000,9,1,113503,4,3000,26,1,0,317
601,1,1,1,80447,6,0,47570,5,14150,36,7,0,5880
602,1,1,2,28000,0,1,62198,4,3000,32,10,2,3632
603,0,1,2,28000,6,1,69026,2,18458,33,2,1,23545
604,0,1,4,38612,36,0,34628,1,15224,23,7,1,19955
605,0,1,4,28000,0,0,133754,7,23421,36,6,2,8137
606,0,1,5,28000,6,2,76350,0,53217,26,2,0,13389
607,1,0,1,28000,0,0,92779,6,16777,34,9,2,10722
608,1,1,4,50973,6,0,79461,3,29373,32,7,1,3760
609,1,1,4,114835,3,0,154119,4,40182,26,6,0,3240
610,1,1,3,102635,9,0,204925,2,26311,35,8,0,10079
611,0,1,2,75353,12,0,61363,0,20508,30,3,1,2143
612,0,0,4,49986,0,0,59895,6,28880,23,2,1,25608
613,1,1,4,86342,0,0,54305,4,3000,24,3,3,15069
614,0,1,4,85187,0,1,81183,4,3000,29,2,1,6513
615,0,0,1,90026,3,0,30000,0,44558,35,6,1,9480
616,1,1,4,28000,24,0,106344,0,48726,36,10,3,36397
617,1,1,4,107965,9,1,37650,5,3000,39,1,0,1465
618,1,0,2,36496,3,0,81713,5,3000,46,1,1,586
619,1,1,3,28000,36,0,164133,5,3000,44,9,0,7745
620,1,1,4,86759,0,0,30000,7,16907,34,9,0,4571
621,1,0,5,77053,18,0,98330,1,77465,32,8,2,6045
622,1,1,3,28000,3,0,30000,4,26222,24,2,0,2237
623,0,1,3,200000,0,1,68471,4,48246,36,1,0,3698
624,0,0,3,28000,0,0,93261,0,3807,22,2,0,40000
625,1,0,2,73094,0,0,121227,8,43400,38,9,0,19752
626,1,1,4,28000,36,0,30000,8,32405,37,5,0,27466
627,1,1,3,28000,9,0,115125,10,4613,31,6,1,8535
628,1,1,4,92932,9,0,54068,3,49361,24,4,0,3456
629,0,1,4,28000,9,0,30000,9,3000,34,1,1,6839
630,1,0,4,45792,0,0,91538,3,3000,29,2,1,11382
631,1,1,4,28000,6,0,238521,10,14421,21,3,0,3181
632,1,1,2,96529,0,0,30000,4,34020,26,10,1,4213
633,0,1,2,28000,48,1,41149,2,22220,36,2,0,2
634,0,1,4,78319,0,0,31209,10,52478,32,10,1,5897
635,1,1,1,105032,9,0,101011,8,15412,22,2,0,20965
636,1,0,4,116255,3,1,240259,3,62141,29,1,0,4494
637,0,1,4,48632,36,0,54222,0,3000,21,4,0,5454
638,0,0,4,28000,3,0,57854,3,3000,32,6,1,8651
639,1,1,4,95339,0,0,79402,6,44855,20,6,1,5582
640,0,0,4,28000,9,0,30000,9,34889,28,1,0,5673
641,0,1,3,28000,36,2,174498,1,3000,32,4,1,249
642,1,1,3,28000,3,0,165125,4,44312,40,9,1,112
643,0,0,4,28000,0,0,30000,0,12838,31,4,0,2040
644,1,0,4,78526,3,0,99058,0,65769,36,4,0,1976
645,1,1,5,28000,3,0,108365,1,31773,29,4,1,3432
646,0,1,5,28000,6,0,30000,10,17001,39,9,0,5067
647,0,0,1,28000,24,0,67271,0,3000,22,7,2,5158
648,0,0,4,28000,0,0,58750,8,48462,31,9,0,495
649,1,1,3,112685,0,0,30000,4,3000,36,7,1,7357
650,0,0,4,63775,3,0,30000,5,46154,34,3,2,5565
651,1,0,4,144188,9,0,30000,5,20932,21,7,1,4301
652,0,1,1,28000,12,0,127024,4,36480,32,1,2,6980
653,1,1,3,28000,3,0,30000,8,38115,27,3,1,20586
654,0,1,4,106443,24,1,30000,6,9060,40,4,1,727
655,1,1,3,42067,9,0,226299,0,3000,26,9,0,17426
656,0,1,4,70810,3,0,66626,7,10190,25,3,0,17305
657,0,0,5,97970,3,0,54367,5,28931,39,6,1,2324
658,1,1,1,68290,3,1,109915,10,57370,34,8,0,760
659,0,1,3,30754,0,1,211896,3,28322,40,9,1,6726
660,0,1,4,28000,6,0,30000,1,21471,40,5,2,8126
661,1,1,4,110313,9,0,30000,10,36455,33,1,0,1418
662,1,1,4,41127,9,0,135958,2,5289,38,10,0,14757
663,0,1,5,48967,9,0,56243,6,35621,20,7,3,6444
664,0,1,4,28000,48,0,133827,2,16850,35,6,1,8007
665,0,0,3,28000,6,0,94304,0,36128,35,2,1,15545
666,0,1,4,55753,3,0,42695,4,25837,36,8,1,1862
667,1,1,4,142087,12,0,43358,10,32899,37,5,0,2982
668,0,1,4,72663,3,0,144131,0,48377,31,6,0,163
669,0,1,4,97357,12,0,89310,1,34291,43,7,2,4313
670,1,1,4,63314,0,0,85768,4,65515,24,9,0,13961
671,0,0,4,28000,36,0,30000,6,45937,29,1,2,15978
672,1,1,4,28000,36,0,122041,1,71636,36,4,1,20609
673,0,1,5,100478,3,0,30000,7,3000,33,9,2,4361
674,0,0,4,84285,0,0,61317,2,3000,32,1,1,10652
675,0,1,1,82992,3,2,150449,0,3000,40,3,0,10648
676,1,0,5,28000,18,0,218661,0,3000,37,7,0,2696
677,1,1,4,50691,24,0,217211,5,9262,32,8,1,567
678,1,1,4,93983,12,0,156534,1,3000,37,1,1,10193
679,1,1,2,122093,18,0,183086,5,37883,25,7,2,1579
680,0,1,3,37489,0,0,131074,10,3000,36,8,2,601
681,0,1,1,71219,3,0,30000,5,20761,20,5,1,23943
682,0,1,4,52157,3,0,95113,8,23753,42,2,1,14790
683,0,1,4,31355,9,0,100948,2,42701,48,10,2,2066
684,0,0,2,28000,6,0,54182,0,5107,38,5,0,9630
685,1,1,3,44122,0,0,104327,6,27349,26,5,0,402
686,1,0,4,123713,0,0,49563,4,3000,32,9,0,5948
687,1,1,2,81806,0,0,36700,7,5857,26,5,0,432
688,1,1,4,28000,9,0,38868,5,3000,26,3,1,7087
689,0,1,3,149917,3,0,30000,10,43956,39,9,1,6374
690,1,1,3,28000,9,1,252410,1,52890,37,7,2,6564
691,0,1,4,105581,48,1,30000,10,63715,36,1,1,7711
692,1,1,4,103667,6,0,30000,0,52693,38,1,0,12627
693,0,0,4,28000,0,0,30000,3,42829,22,6,1,9130
694,1,1,3,139254,9,0,149247,8,3000,35,5,0,2572
695,0,1,3,34271,3,0,92876,7,23343,33,5,2,2275
696,0,0,4,82525,3,0,72244,3,3000,32,9,1,7908
697,1,1,3,28000,6,0,86116,10,14939,33,2,0,15034
698,1,1,4,28000,12,0,45809,1,10473,33,7,1,21527
699,0,1,4,34628,6,1,30000,10,29020,27,8,0,6297
700,0,0,4,70379,3,1,30000,3,19190,26,8,0,382
701,1,1,1,97398,3,2,58291,4,61582,34,2,1,6018
702,1,1,4,28000,3,0,74123,5,21299,33,7,0,7192
703,1,1,4,86507,0,1,30000,9,11596,36,4,0,14965
704,1,1,4,28000,0,0,30000,7,3663,35,8,0,3057
705,0,0,4,53950,6,0,30000,0,3000,21,9,0,993
706,0,0,3,60758,9,0,118477,5,15764,31,10,1,386
707,1,1,3,49708,6,2,71589,0,3000,26,1,2,3569
708,0,0,3,58735,0,0,30000,4,63921,33,7,0,746
709,1,1,5,28000,0,0,137198,3,50139,42,5,1,16306
710,0,1,5,150741,6,0,71223,2,3000,32,2,0,9286
711,0,1,2,28000,0,1,157775,1,3000,23,5,0,3113
712,0,0,1,93378,24,0,30000,8,39287,36,5,0,149
713,1,1,4,76060,3,1,133907,0,81299,36,9,2,2727
714,1,1,4,33823,9,0,79059,5,7365,20,2,2,280
715,0,1,3,51154,3,0,61059,4,3000,27,10,1,1653
716,1,1,1,37018,3,0,80420,10,51528,23,7,1,1814
717,0,1,1,28000,3,0,65639,9,14933,33,10,3,11449
718,1,1,4,28769,3,0,41017,10,3000,41,1,0,1117
719,1,1,3,96096,9,0,111987,7,3000,20,6,1,11771
720,0,0,3,53679,9,0,87490,0,3000,40,7,0,2181
721,0,0,1,68122,12,1,69118,6,26049,39,3,2,23354
722,0,1,4,100962,0,0,177383,3,49588,32,2,0,2406
723,0,1,3,54235,24,0,110774,2,3000,29,10,1,3375
724,1,0,4,71136,12,0,30000,4,3907,34,3,0,20612
725,1,1,4,40213,3,1,155583,4,66106,25,7,0,1599
726,0,1,4,28000,9,1,30000,9,34589,37,6,0,9420
727,0,1,3,75680,9,0,30000,2,16642,34,7,0,1686
728,0,1,4,28000,3,0,30000,5,39519,27,10,0,14808
729,1,0,5,28000,3,0,30000,0,54925,49,5,2,23948
730,1,1,5,87818,3,0,65407,4,47087,32,4,1,4802
731,0,0,4,28000,9,1,77312,6,23294,30,6,0,1184
732,1,1,1,28000,0,1,135036,0,66959,31,6,0,7679
733,0,0,4,28000,0,0,135237,1,62337,24,2,1,1601
734,0,0,1,59593,48,1,63017,0,22398,22,6,0,7860
735,1,1,5,49207,18,0,110789,5,3000,22,8,1,2130
736,1,1,3,82511,6,0,134411,4,94826,33,6,1,5203
737,0,1,4,28085,0,0,31019,0,28167,25,9,0,1586
738,0,1,4,64097,12,0,98962,5,54779,22,2,1,849
739,0,1,1,55557,9,0,131645,3,15095,50,10,0,627
740,0,1,4,37364,48,0,132530,5,28918,31,10,0,14345
741,0,1,4,69373,9,0,30000,10,36305,33,4,1,265
742,1,1,2,145052,0,0,30000,7,52630,40,2,1,11716
743,1,0,3,50293,9,0,30000,9,67426,35,4,0,9365
744,0,1,3,138341,6,0,44207,3,29101,36,1,0,12987
745,1,1,4,72015,9,0,30000,5,3000,26,10,0,12361
746,0,0,4,148171,0,0,81886,4,31073,35,5,0,24157
747,1,1,4,51873,6,1,115344,4,35842,28,7,1,11429
748,1,1,3,32421,36,0,123948,4,3000,32,10,0,3728
749,0,1,4,131821,0,0,176319,0,48535,25,7,0,10397
750,0,1,4,28000,0,0,144620,1,47842,30,8,2,6742
751,0,1,1,55242,0,0,30000,3,73784,29,7,0,1022
752,1,1,3,128032,0,0,38244,7,7538,21,3,0,8269
753,1,1,4,35721,24,0,30000,7,25305,34,1,1,811
754,1,0,4,85670,0,0,211693,5,6552,20,8,3,1747
755,0,1,3,28000,3,0,116808,1,3000,22,4,0,4507
756,0,0,5,28000,0,0,59422,5,33693,37,8,1,1220
757,1,1,3,106932,24,0,141102,3,8064,35,10,1,4762
758,1,1,4,61640,36,0,126387,10,92860,20,8,1,5653
759,0,1,4,122775,12,0,122196,5,3000,30,2,2,3635
760,0,1,2,91154,3,0,30000,0,59224,21,2,1,1681
761,1,1,4,39594,3,0,30000,7,33693,20,1,0,14171
762,1,0,2,28000,3,0,162991,2,3000,20,2,1,2581
763,1,0,2,28000,0,0,139411,10,33815,40,8,0,523
764,0,1,3,33417,36,0,30000,9,13622,39,3,1,2308
765,0,1,4,75028,36,0,30000,7,15756,30,8,0,2249
766,0,1,2,97438,3,0,171061,2,34034,44,1,2,7859
767,0,1,2,94771,12,0,98489,4,3000,34,9,1,867
768,1,0,2,71385,36,0,249825,0,14763,42,9,0,3203
769,1,1,4,28000,0,0,52768,3,3000,38,8,0,3931
770,0,1,3,68534,36,0,30000,1,15732,33,1,0,1430
771,1,1,4,86146,36,0,83610,2,3000,42,2,2,1460
772,1,1,1,81990,3,1,81936,10,3000,32,5,0,7381
773,1,1,3,51790,0,0,66555,4,26611,24,8,1,7344
774,1,1,3,200000,9,0,55204,0,3000,24,4,1,14904
775,0,0,4,45541,24,0,91626,7,9308,31,1,2,3433
776,1,1,4,88254,9,0,30000,0,3000,43,9,0,23640
777,1,0,4,62411,0,0,30000,10,22815,28,10,1,2526
778,0,0,4,53975,3,0,47085,9,50390,36,7,1,8107
779,1,0,4,77543,0,0,77009,8,3000,25,6,0,6838
780,0,1,3,65821,0,0,114036,5,13738,22,8,0,8224
781,1,1,4,64851,18,0,52368,0,14065,35,2,1,7026
782,1,1,4,94658,0,0,82567,4,3000,20,7,2,7680
783,1,1,4,48374,0,0,30000,4,3000,27,3,1,154
784,1,0,1,134421,0,0,32991,5,3000,38,8,2,29760
785,1,0,4,41047,0,0,36451,3,56483,34,6,0,15277
786,0,0,3,28000,6,0,30000,2,38612,26,2,0,1890
787,1,1,4,28000,0,0,30000,2,21940,36,6,0,19296
788,0,1,4,76504,24,0,75619,4,3000,40,10,0,22759
789,1,1,4,51887,12,0,30000,7,3000,25,1,0,4317
790,0,1,4,74640,24,0,89853,10,42006,41,1,0,6772
791,1,1,3,28000,0,2,71197,9,26589,33,3,0,2522
792,1,1,4,28000,0,0,178732,0,54565,39,2,0,311
793,1,1,4,28000,0,0,89372,1,42807,41,7,1,6246
794,0,0,3,77752,3,0,30000,7,26389,23,10,1,5585
795,0,1,3,42490,36,0,30000,1,87947,34,5,2,4704
796,0,1,4,36796,0,0,30000,5,24865,36,2,0,9377
797,1,1,4,64893,36,0,69007,1,70916,38,2,1,652
798,1,0,5,31361,0,0,30000,9,28092,37,5,0,1505
799,0,0,4,28000,0,2,30000,0,7922,24,1,1,15526
800,1,0,4,85041,3,0,30000,7,10408,34,5,0,12509
801,0,0,3,28000,3,0,68405,4,43234,35,2,0,789
802,1,1,2,28000,0,1,36758,0,22920,32,2,0,772
803,0,1,5,52470,0,0,121465,2,78906,25,3,0,18937
804,0,1,4,28000,3,0,107440,7,45264,33,6,0,312
805,1,1,4,61735,0,1,103156,6,3000,29,5,0,20146
806,1,0,3,121949,48,0,150682,5,43547,31,2,1,15399
807,0,1,4,28000,3,0,86153,5,4349,40,10,0,6118
808,0,0,5,84148,6,0,30000,2,12521,33,8,0,21616
809,1,1,3,122651,9,0,128843,8,37228,40,2,1,880
810,0,0,2,92521,18,0,62823,1,25716,22,8,1,23288
811,0,1,3,67835,36,0,112726,7,41509,39,1,0,3843
812,0,1,4,28000,24,0,138873,2,48659,25,9,2,453
813,1,1,3,112930,0,0,106866,6,67986,38,8,1,279
814,0,1,2,28000,6,0,38014,0,3000,42,1,2,2629
815,0,1,1,168835,3,0,134867,2,32054,25,8,1,3405
816,1,1,3,28000,36,1,51084,2,20677,24,9,0,20922
817,1,0,5,50075,36,2,87109,6,3000,32,8,2,25199
818,0,1,3,119115,48,0,79043,0,8926,39,8,0,2190
819,1,1,2,117252,0,0,106700,1,52986,37,1,3,1537
820,1,1,3,36504,12,0,177301,5,16286,26,6,2,388
821,0,0,2,28000,24,1,119323,0,3000,38,9,2,12351
822,1,1,5,37935,0,0,30000,0,3000,21,5,1,664
823,0,1,5,45568,6,0,30000,3,53094,30,3,1,25757
824,0,1,2,82016,0,0,101999,3,100000,41,1,0,1920
825,0,1,2,70695,6,1,54880,3,14034,25,6,0,19022
826,1,1,3,48866,0,0,33584,4,6158,30,10,1,7600
827,1,0,4,28000,9,0,30000,5,44280,35,3,1,11688
828,0,1,5,142553,0,0,64891,2,33369,37,6,1,10631
829,1,1,2,74132,3,1,139276,2,36011,26,10,2,3090
830,0,1,4,82507,48,1,84918,4,24420,41,2,2,26462
831,0,0,4,60491,0,0,30000,4,3000,33,8,1,1514
832,0,1,3,130056,36,0,30000,2,36516,20,2,0,3492
833,1,0,4,97105,0,0,179309,0,34485,46,10,0,1524
834,1,1,4,28000,9,0,63430,6,79285,27,7,2,16036
835,1,1,4,115124,18,0,30000,10,35277,25,3,0,13094
836,0,0,3,28000,0,0,35778,5,13632,39,10,0,34624
837,0,1,1,28000,3,0,62544,6,40308,28,2,1,133
838,1,1,1,28988,0,0,82885,6,3000,42,7,0,4796
839,0,1,5,31827,9,1,269280,8,3000,39,10,0,4381
840,1,0,2,68098,9,1,148114,5,87438,33,2,1,2025
841,1,1,2,28000,3,0,131040,4,3000,31,10,0,868
842,0,1,4,57743,36,0,136363,9,18284,28,9,0,2433
843,0,1,4,77997,3,0,152773,9,3000,34,9,1,8830
844,0,0,5,49932,3,0,59564,5,7560,34,7,1,25369
845,1,0,4,124128,6,0,43348,7,35964,36,2,0,22289
846,1,1,4,63262,0,1,88365,0,46324,34,8,1,3080
847,1,1,4,90342,48,0,103554,0,9263,33,8,0,7306
848,0,1,1,59456,6,1,145311,4,39506,26,9,0,14011
849,0,1,4,155608,0,0,51071,6,38371,23,10,0,7752
850,1,0,5,52266,3,1,97252,2,78657,26,8,1,781
851,0,0,3,81974,24,0,198810,10,65061,33,3,1,4521
852,0,1,3,28000,24,0,30000,1,24566,35,8,0,3018
853,1,1,2,42199,24,0,56244,0,13116,34,5,1,6632
854,1,1,5,28000,0,1,96260,3,25211,31,10,0,10838
855,1,1,4,102532,6,0,30000,9,50968,26,5,1,4031
856,1,1,4,59816,48,0,30000,0,3000,32,7,0,814
857,1,1,4,58684,24,0,100782,3,29835,30,2,1,11772
858,1,0,1,60114,24,0,80666,0,58335,34,5,0,9712
859,0,1,4,28000,0,1,155138,5,85092,24,10,0,1322
860,0,1,5,95872,3,0,45344,5,66481,33,3,2,4099
861,1,1,4,28000,9,0,33260,6,3000,31,7,1,3086
862,1,1,4,149124,3,1,154214,7,19415,34,9,0,1885
863,1,1,2,117169,0,0,30000,8,83320,35,7,0,24636
864,0,1,4,38669,3,0,82493,4,71131,20,9,1,5448
865,0,1,1,97767,0,0,33310,0,64616,25,3,0,5681
866,1,1,4,78950,0,0,97135,0,53440,23,1,1,5351
867,1,0,4,37483,0,0,114181,10,80175,37,3,0,2130
868,0,1,3,36286,24,1,168866,4,19282,39,1,1,2312
869,1,1,2,131069,9,0,92145,9,22164,26,10,0,8294
870,0,1,1,95637,3,0,199190,1,42973,33,5,0,2979
871,1,0,4,80863,36,0,43095,6,6517,38,10,0,209
